step,A_t,B_t,M_t,B1_t,B2_t,B3_t,run,R_mis,R_mis_se,R_b1,R_b1_se,R_b2,R_b2_se,R_b3,R_b3_se,A_t_se,B_t_se
69,0.9188,0.437,0.437,0.4406,0.4198,0.5054,2499.5,0.4308,0.0070030187776415394,0.4406,0.007020991952708677,0.4162,0.006971048127792549,0.5054,0.007070655415164849,0.0038628114113945567,0.007014713108887633
70,0.9176,0.432,0.4318,0.4358,0.4144,0.5006,2499.5,0.4234,0.00698759529452014,0.4358,0.0070125367735221185,0.4084,0.006951394680206268,0.5006,0.0070710627206948175,0.003888707754511774,0.007005369369276684
71,0.9166,0.4262,0.4258,0.4308,0.4082,0.4952,2499.5,0.416,0.006970566691453429,0.4308,0.0070030187776415394,0.4012,0.006931645692041681,0.4952,0.007070741969553125,0.003910100765964991,0.006993619377689924
72,0.9154,0.4194,0.4192,0.4242,0.3996,0.491,2499.5,0.4064,0.006946064209320268,0.4242,0.006989339882993243,0.3902,0.006898463017223474,0.491,0.007069922206078367,0.003935551803750016,0.0069785906886705995
73,0.9144,0.4132,0.4128,0.419,0.3956,0.4844,2499.5,0.398,0.006922369536509879,0.419,0.006977664365674233,0.3842,0.006878813269743554,0.4844,0.007067625343777075,0.00395658034165869,0.006963702463488802
74,0.9134,0.4054,0.4052,0.4128,0.3878,0.478,2499.5,0.389,0.006894621091836737,0.4128,0.006962702923434261,0.3748,0.006845801048818173,0.478,0.007064219702132713,0.0039774474226568985,0.006943354232645775
75,0.912,0.399,0.3986,0.4062,0.38,0.4736,2499.5,0.379,0.006860889155204303,0.4062,0.006945524602216884,0.3648,0.0068076568656183015,0.4736,0.007061204429840564,0.004006394888175652,0.006925301437482704
76,0.911,0.3892,0.3892,0.4006,0.3706,0.468,2499.5,0.3678,0.0068194304747537385,0.4006,0.006929929869775018,0.3532,0.006759434295856423,0.468,0.007056571405434795,0.004026884651936282,0.006895264461933276
77,0.9098,0.3826,0.3826,0.3952,0.3644,0.4626,2499.5,0.359,0.006784084315513774,0.3952,0.006913999710731843,0.3444,0.006719949999813987,0.4626,0.007051258611056611,0.0040512704180293855,0.0068733869380386255
78,0.909,0.377,0.3768,0.389,0.3584,0.4586,2499.5,0.349,0.0067409049837540355,0.389,0.006894621091836737,0.3348,0.006673963739787623,0.4586,0.007046787069296192,0.004067407036429965,0.0068537726837122346
79,0.9082,0.3694,0.369,0.3834,0.3498,0.4534,2499.5,0.338,0.006689633771739676,0.3834,0.006876109946764959,0.3244,0.006620644077429325,0.4534,0.007040290334922275,0.0040834485425924,0.006825593600559589
80,0.9068,0.364,0.3628,0.3782,0.3434,0.4472,2499.5,0.328,0.006639518054798857,0.3782,0.0068580574509113,0.3148,0.006568119365541403,0.4472,0.007031531269929758,0.004111295659521459,0.006804469119630127
81,0.9062,0.3612,0.3606,0.3746,0.339,0.4412,2499.5,0.3196,0.006594783392955375,0.3746,0.006845068882049325,0.3052,0.006512341514386358,0.4412,0.007022001993733695,0.004123143461001569,0.006793151845792939
82,0.9048,0.3446,0.3446,0.368,0.3254,0.4366,2499.5,0.3078,0.006527773893143052,0.368,0.006820205275503076,0.2934,0.006439199329109171,0.4366,0.007013992301107837,0.004150589355742145,0.00672087553820185
83,0.9038,0.341,0.3396,0.3638,0.3212,0.4322,2499.5,0.2954,0.006451958462358542,0.3638,0.006803669010173849,0.2836,0.006374496686013728,0.4322,0.007005757061160485,0.004170025419586791,0.006704013723136313
84,0.903,0.3294,0.3286,0.3568,0.3146,0.426,2499.5,0.2848,0.006382616391418177,0.3568,0.006774861769807558,0.2754,0.0063175128017282246,0.426,0.006993196693930466,0.004185474883451099,0.006646738147392298
85,0.9014,0.3218,0.3214,0.3504,0.3048,0.4206,2499.5,0.2728,0.006298891331020086,0.3504,0.006747145174071772,0.2644,0.006236868444981023,0.4206,0.0069813414183808545,0.00421611290171409,0.006606735351139774
86,0.8998,0.311,0.3108,0.345,0.295,0.415,2499.5,0.2612,0.006212480342021212,0.345,0.006722722662731224,0.2522,0.006141582206565341,0.415,0.00696814178960216,0.004246409306696658,0.006546434143867943
87,0.8992,0.3052,0.3042,0.3398,0.287,0.4074,2499.5,0.2528,0.006146416191570499,0.3398,0.0066982976941906665,0.243,0.0060654925603779285,0.4074,0.0069487443470025575,0.004257683877415043,0.006512341514386358
88,0.8976,0.2974,0.2958,0.3346,0.2776,0.4024,2499.5,0.2424,0.006060399986799551,0.3346,0.006672972950642016,0.2326,0.0059749015054643365,0.4024,0.006935044916941779,0.0042875223614577225,0.006464568663105064
89,0.897,0.2888,0.2866,0.3292,0.2724,0.3972,2499.5,0.2314,0.005964126759216306,0.3292,0.006645710797198446,0.2232,0.005888663006150038,0.3972,0.006920002312138343,0.004298627687995321,0.006409283267261637
90,0.8956,0.2792,0.2768,0.3234,0.2628,0.392,2499.5,0.2192,0.005850664235794087,0.3234,0.006615322214374747,0.213,0.005790181344310383,0.392,0.006904143683325254,0.004324364461975888,0.006344247157858843
91,0.894,0.276,0.273,0.315,0.2582,0.3858,2499.5,0.2082,0.005741998955067826,0.315,0.0065692465321374564,0.2046,0.005705065117945631,0.3858,0.006884160951052786,0.0043534813655280525,0.006321771903509332
92,0.8918,0.2586,0.2552,0.3098,0.243,0.3804,2499.5,0.1952,0.00560530034877704,0.3098,0.0065394794899900095,0.1932,0.005583435501552785,0.3804,0.006865796967577762,0.00439301172318035,0.006192350765258699
93,0.89,0.255,0.2522,0.3052,0.2384,0.3754,2499.5,0.1858,0.005500515612194915,0.3052,0.006512341514386358,0.1872,0.005516451033046518,0.3754,0.006847990070086259,0.004424929377967517,0.006164008436074694
94,0.8882,0.2448,0.2416,0.3,0.228,0.3684,2499.5,0.1762,0.0053880155901778895,0.3,0.00648074069840786,0.178,0.005409547115979303,0.3684,0.00682175109484361,0.0044564730449089445,0.006080673646891436
95,0.8862,0.2386,0.2362,0.2954,0.2232,0.3638,2499.5,0.168,0.005287267725394658,0.2954,0.006451958462358542,0.1724,0.0053418768237390125,0.3638,0.006803669010173849,0.004491092517417116,0.006027769736809793
96,0.8852,0.2322,0.2276,0.291,0.2162,0.3602,2499.5,0.159,0.005171440805036833,0.291,0.006423690528037602,0.1656,0.005256931424319705,0.3602,0.006789049417996602,0.004508236018666281,0.005971317442574963
97,0.8842,0.2224,0.2164,0.2862,0.2096,0.3562,2499.5,0.1472,0.005010631896278153,0.2862,0.006392019399219624,0.1586,0.005166159889124609,0.3562,0.006772319543553744,0.004525270378662473,0.0058811264227186955
98,0.8826,0.2206,0.2146,0.2816,0.2048,0.3518,2499.5,0.1388,0.004889469500876348,0.2816,0.006360840196074729,0.1528,0.005088264144086861,0.3518,0.006753321553132207,0.004552301395997413,0.005864053887883364
99,0.8808,0.2102,0.205,0.2766,0.1946,0.3472,2499.5,0.13,0.004756048780237646,0.2766,0.0063260167562218805,0.146,0.00499367600070329,0.3472,0.006732787832688626,0.004582387150819974,0.005762221099541392
100,0.8802,0.2058,0.1988,0.2724,0.191,0.3406,2499.5,0.1212,0.004615421107548042,0.2724,0.006296002541295548,0.1398,0.004904201464051003,0.3406,0.006702113696439356,0.004592340579704428,0.005717453279214444
101,0.8782,0.1954,0.1878,0.2656,0.182,0.3364,2499.5,0.1116,0.004452986413632991,0.2656,0.006245904898411438,0.1342,0.004820588345834978,0.3364,0.006681841662296406,0.004625251560726185,0.005607474297756522
102,0.8766,0.1934,0.1856,0.2622,0.1756,0.331,2499.5,0.1036,0.004309687691701105,0.2622,0.006220147265137699,0.1274,0.004715278146620833,0.331,0.00665490796330047,0.004651288853640461,0.005585632282920171
103,0.8752,0.185,0.1764,0.2578,0.1682,0.3266,2499.5,0.094,0.00412708129311745,0.2578,0.006186099902200093,0.1202,0.004598955533596732,0.3266,0.006632230997183376,0.004673862642397613,0.005491356845079365
104,0.874,0.179,0.169,0.2546,0.1632,0.3226,2499.5,0.0846,0.003935551803750015,0.2546,0.0061608252693937035,0.114,0.004494530008799585,0.3226,0.006611039857692585,0.0046930587040862805,0.00542142047806661
105,0.8736,0.172,0.161,0.2496,0.157,0.319,2499.5,0.0762,0.003752160977356915,0.2496,0.006120454885055521,0.1082,0.004393011723180351,0.319,0.006591494519454598,0.004699426347970569,0.005336965429904901
106,0.8718,0.1634,0.153,0.2462,0.1472,0.315,2499.5,0.0674,0.0035456237815086923,0.2462,0.0060923814719697255,0.1022,0.004283810453323069,0.315,0.0065692465321374564,0.004727890861684521,0.005228774999940234
107,0.8704,0.1608,0.149,0.2402,0.145,0.3112,2499.5,0.0598,0.0033533255135760383,0.2402,0.006041588532828101,0.0948,0.004142775880976426,0.3112,0.006547588258282587,0.004749817680711545,0.005195062271041609
108,0.8686,0.153,0.141,0.2346,0.138,0.3046,2499.5,0.0504,0.0030938597253269257,0.2346,0.005992709570803511,0.0882,0.00401050520508327,0.3046,0.006508745501246764,0.004777740888746479,0.005090992044778699
109,0.8648,0.1374,0.1264,0.2192,0.1208,0.2946,2499.5,0.042,0.002836758713743557,0.2192,0.005850664235794087,0.0768,0.0037656808149390463,0.2946,0.006446872730246813,0.00483572042202607,0.0048687008534104865
110,0.8608,0.1146,0.1028,0.1952,0.1,0.2768,2499.5,0.0296,0.0023968245659622234,0.1952,0.00560530034877704,0.0594,0.0033428024171344617,0.2768,0.006327428545625783,0.004895372508808701,0.004504816089475796
111,0.8544,0.0852,0.0784,0.1624,0.0768,0.2572,2499.5,0.0218,0.0020651760215536106,0.1624,0.005215865028928567,0.0466,0.002980887116279313,0.2572,0.0061813940175335855,0.0049879983961505035,0.003948188445350601
112,0.8484,0.0616,0.0572,0.133,0.0564,0.2314,2499.5,0.0136,0.0016379890109521492,0.133,0.004802311943220682,0.0322,0.002496523983461805,0.2314,0.005964126759216306,0.005071832804815237,0.0034001599962354715
113,0.8422,0.0434,0.0396,0.1006,0.0398,0.2082,2499.5,0.0088,0.0013207997577225701,0.1006,0.00425393088801405,0.0202,0.001989570807988497,0.2082,0.005741998955067826,0.005155563208806581,0.0028815426424052795
114,0.8334,0.0316,0.0294,0.0748,0.029,0.184,2499.5,0.0064,0.0011277446519491901,0.0748,0.0037203483707846504,0.0146,0.00169628063715884,0.184,0.0054798540126539865,0.005269619341090967,0.0024739215832358147
115,0.8242,0.0184,0.017,0.0532,0.0174,0.1582,2499.5,0.0034,0.0008232180756032997,0.0532,0.003173948959892077,0.0086,0.0013058361306075123,0.1582,0.0051608673689603765,0.0053832027641544395,0.0019006020098905506
116,0.815,0.014,0.0128,0.0404,0.0124,0.1352,2499.5,0.0018,0.0005994597567810536,0.0404,0.0027845229393919525,0.0052,0.0010171489566430279,0.1352,0.00483572042202607,0.005491356845079366,0.0016615655268450895
117,0.806,0.01,0.009,0.0294,0.0094,0.1122,2499.5,0.0016,0.0005652326954449822,0.0294,0.0023889596061884345,0.0036,0.000846999409681022,0.1122,0.004463432759659319,0.0055922088659133605,0.0014071247279470289
118,0.7954,0.007,0.006,0.021,0.007,0.095,2499.5,0.0008,0.00039983996798719363,0.021,0.002027757381937001,0.0028,0.0007472830788931326,0.095,0.0041466854233230665,0.005705065117945631,0.0011790674280973078
119,0.785,0.0048,0.0046,0.0146,0.0044,0.0796,2499.5,0.0006,0.00034630622287218577,0.0146,0.00169628063715884,0.0014,0.0005287797272967262,0.0796,0.003827893415444061,0.005809905334857014,0.0009774415583552807
