step,A_t,B_t,M_t,B1_t,B2_t,B3_t,run,R_mis,R_mis_se,R_b1,R_b1_se,R_b2,R_b2_se,R_b3,R_b3_se,A_t_se,B_t_se
28,0.9882,0.7028,0.7028,0.7028,0.7128,0.7888,2499.5,0.7022,0.006467072908201979,0.7028,0.006463314320068304,0.7128,0.006398689865902238,0.7888,0.005772253632681087,0.0015271385005951512,0.006463314320068304
29,0.987,0.6936,0.6936,0.6936,0.702,0.781,2499.5,0.693,0.006523051433186772,0.6936,0.006519494458928545,0.702,0.006468322811981481,0.781,0.005848743454794371,0.0016019363283226965,0.006519494458928545
30,0.9866,0.6818,0.6818,0.6818,0.69,0.7728,2499.5,0.6812,0.006590395435783804,0.6818,0.006587089797475058,0.69,0.006540642170307133,0.7728,0.005925878162770476,0.0016260651893451239,0.006587089797475058
31,0.986,0.6738,0.6738,0.6738,0.681,0.7644,2499.5,0.6732,0.006633276113656056,0.6738,0.00663013665017547,0.681,0.006591494519454597,0.7644,0.006001543801389773,0.0016615655268450904,0.00663013665017547
32,0.9844,0.6644,0.6644,0.6644,0.6716,0.7568,2499.5,0.6638,0.006680861621078527,0.6644,0.006677913446578953,0.6716,0.006641587761973789,0.7568,0.006067186497875271,0.001752520470636503,0.006677913446578953
33,0.9834,0.6558,0.6558,0.6558,0.6608,0.7482,2499.5,0.6552,0.006721799758993122,0.6558,0.006719023143285041,0.6608,0.006695421719354203,0.7482,0.006138350918609981,0.0018069001079196354,0.006719023143285041
34,0.9824,0.6452,0.6452,0.6452,0.6516,0.7398,2499.5,0.6446,0.00676891187710403,0.6452,0.006766342586656398,0.6516,0.00673821103854725,0.7398,0.006204771712158313,0.0018595827488982549,0.006766342586656398
35,0.9814,0.635,0.635,0.635,0.6402,0.73,2499.5,0.6346,0.0068100343611467926,0.635,0.0068084506313845,0.6402,0.006787399502018428,0.73,0.006278534860936905,0.0019107087690174007,0.0068084506313845
36,0.9806,0.6288,0.6288,0.6288,0.6332,0.7218,2499.5,0.6284,0.006833936493705513,0.6288,0.006832430899760348,0.6332,0.006815537542996884,0.7218,0.006337266918790781,0.0019505711983929207,0.006832430899760348
37,0.9792,0.6212,0.6212,0.6212,0.6238,0.7128,2499.5,0.6208,0.006861593983907821,0.6212,0.006860183087935773,0.6238,0.006850891328871011,0.7128,0.006398689865902238,0.002018284419996351,0.006860183087935773
38,0.9782,0.6132,0.6132,0.6132,0.6144,0.7054,2499.5,0.6128,0.006888775798354886,0.6132,0.0068874633937321215,0.6144,0.006883496785791361,0.7054,0.006446872730246813,0.002065176021553613,0.0068874633937321215
39,0.9774,0.6062,0.6062,0.6062,0.6058,0.6984,2499.5,0.6058,0.006910953045709397,0.6062,0.006909725899049831,0.6058,0.006910953045709397,0.6984,0.006490569158402058,0.0021018677408438406,0.006909725899049831
40,0.9758,0.5982,0.5982,0.5982,0.597,0.6904,2499.5,0.5978,0.0069344813793102075,0.5982,0.0069333507051064424,0.597,0.006936728335461898,0.6904,0.006538315379361874,0.0021732169703000204,0.0069333507051064424
41,0.974,0.5878,0.5878,0.5878,0.5858,0.6828,2499.5,0.5874,0.006962201376001702,0.5878,0.006961194725045407,0.5858,0.006966180589103328,0.6828,0.0065815524004599404,0.0022505110530721692,0.006961194725045407
42,0.9726,0.581,0.581,0.581,0.5776,0.677,2499.5,0.5806,0.0069785906886705995,0.581,0.006977664365674234,0.5776,0.006985388178190243,0.677,0.006613183802072946,0.00230864635663412,0.006977664365674234
43,0.9712,0.5746,0.5746,0.5746,0.571,0.6704,2499.5,0.5742,0.00699277284058334,0.5746,0.006991921624274688,0.571,0.0069994142612078624,0.6704,0.0066477641354067305,0.002365187518992946,0.006991921624274688
44,0.97,0.5662,0.5662,0.5662,0.5626,0.6622,2499.5,0.5658,0.007009570029609519,0.5662,0.007008816733229654,0.5626,0.0070154292812343285,0.6622,0.006688664440678722,0.0024124676163629647,0.007008816733229654
45,0.9686,0.5588,0.5588,0.5588,0.5556,0.656,2499.5,0.5584,0.007022669577874214,0.5588,0.007022001993733696,0.5556,0.007027213387965389,0.656,0.006718094968069446,0.002466334932648037,0.007022001993733696
46,0.9672,0.5528,0.5528,0.5528,0.5504,0.6496,2499.5,0.5524,0.007032129691636808,0.5528,0.007031531269929758,0.5504,0.007035052807193419,0.6496,0.006747145174071772,0.002518894995826545,0.007031531269929758
47,0.9654,0.5468,0.5468,0.5468,0.5436,0.641,2499.5,0.5464,0.007040554523615309,0.5468,0.007040024999955611,0.5436,0.007044132877792695,0.641,0.006784084315513774,0.002584679477227301,0.007040024999955611
48,0.9638,0.5392,0.5392,0.5392,0.5374,0.634,2499.5,0.5388,0.007049745527322245,0.5392,0.0070493029442633545,0.5374,0.007051258611056611,0.634,0.006812400457988359,0.0026415737733404307,0.0070493029442633545
49,0.963,0.5306,0.5306,0.5306,0.5276,0.625,2499.5,0.5302,0.007058157833315999,0.5306,0.0070578132590767804,0.5276,0.007060286679731922,0.625,0.006846531968814577,0.0026694943341389592,0.0070578132590767804
50,0.9608,0.5226,0.5226,0.5226,0.5196,0.6176,2499.5,0.5222,0.007064094563353466,0.5226,0.007063840881560117,0.5196,0.007065632880358277,0.6176,0.006872703107220623,0.0027445713690847982,0.007063840881560117
51,0.96,0.5148,0.5148,0.5148,0.5106,0.6128,2499.5,0.5144,0.007068134690284276,0.5148,0.007067969439662285,0.5106,0.007069478622925456,0.6128,0.006888775798354886,0.002771281292110205,0.007067969439662285
52,0.9588,0.5072,0.5072,0.5072,0.5032,0.606,2499.5,0.5068,0.007070413849273605,0.5072,0.007070334645545429,0.5032,0.007070922994913747,0.606,0.00691034007846213,0.0028107849437479207,0.007070334645545429
53,0.9572,0.5018,0.5016,0.5018,0.4972,0.5984,2499.5,0.5012,0.007071047447160852,0.5018,0.007071021991197595,0.4972,0.0070709569366529165,0.5984,0.006932783567947293,0.0028624520956690245,0.007071021991197595
54,0.9556,0.4944,0.4944,0.4944,0.4886,0.5918,2499.5,0.4938,0.007070524167273598,0.4944,0.007070624300583366,0.4886,0.007069229661002675,0.5918,0.0069508669962818305,0.0029130272913242676,0.007070624300583366
55,0.9546,0.4872,0.4872,0.4874,0.4826,0.5858,2499.5,0.4866,0.00706852799386124,0.4874,0.007068822249851809,0.4826,0.007066784841779181,0.5858,0.006966180589103328,0.002944107334999864,0.007068750384615374
56,0.9536,0.4808,0.4808,0.481,0.4768,0.5764,2499.5,0.48,0.007065408693062277,0.481,0.007065960656556191,0.4768,0.007063451847361883,0.5764,0.006988033199692171,0.0029747954551531774,0.007065852531719014
57,0.9522,0.4738,0.4738,0.474,0.469,0.5682,2499.5,0.4732,0.007060903058391327,0.474,0.007061501256815012,0.469,0.00705746413380897,0.5682,0.007004980513891527,0.0030171231330524103,0.007061353411351113
58,0.9516,0.467,0.467,0.4672,0.4614,0.5606,2499.5,0.4662,0.0070548927702694395,0.4672,0.007055836732804976,0.4614,0.007049965106296626,0.5606,0.007018940660812,0.0030350433275325743,0.007055650218087628
59,0.9494,0.4598,0.4598,0.46,0.4532,0.5538,2499.5,0.459,0.007047254784666153,0.46,0.0070484040746824385,0.4532,0.00704002499995561,0.5538,0.007030015078219961,0.0030996657884359074,0.0070481765017627075
60,0.948,0.4546,0.4546,0.4548,0.4494,0.5486,2499.5,0.4536,0.007040554523615309,0.4548,0.007042115591212629,0.4492,0.007034477379308288,0.5486,0.007037585381364833,0.00313993630508646,0.007041858277471934
61,0.946,0.449,0.449,0.4496,0.4436,0.5414,2499.5,0.4478,0.007032427177013638,0.4496,0.007035052807193419,0.4434,0.007025616556573523,0.5414,0.007046787069296192,0.0031963729444481302,0.007034187941759872
62,0.9454,0.443,0.4428,0.4436,0.4374,0.535,2499.5,0.4416,0.007022669577874214,0.4436,0.007025938229161996,0.4366,0.007013992301107837,0.535,0.0070537224215303515,0.003213062090903317,0.007024969750824553
63,0.9446,0.4388,0.4388,0.4394,0.4322,0.5276,2499.5,0.4368,0.007014353284515972,0.4394,0.007018940660812,0.4314,0.007004199311841433,0.5276,0.007060286679731922,0.0032351457463304493,0.0070178994008178825
64,0.943,0.433,0.4328,0.4346,0.4264,0.5222,2499.5,0.4308,0.0070030187776415394,0.4346,0.007010318680345424,0.4258,0.00699277284058334,0.5222,0.007064094563353466,0.00327874976172321,0.007007296197535822
65,0.9418,0.4274,0.4272,0.4286,0.4224,0.5184,2499.5,0.4236,0.006988033199692171,0.4286,0.006998600431514861,0.4206,0.0069813414183808545,0.5184,0.007066278228317931,0.0033109744789110054,0.006996130930735931
66,0.9398,0.4212,0.421,0.423,0.4174,0.513,2499.5,0.4162,0.006971048127792549,0.423,0.006986715966747181,0.415,0.00696814178960216,0.513,0.007068677386894949,0.0033638061775316374,0.006982700910106346
67,0.9364,0.4156,0.4156,0.4176,0.413,0.5076,2499.5,0.4102,0.006956090281185258,0.4176,0.0069743851341892505,0.4102,0.006956090281185258,0.5076,0.007070250914925156,0.0034512328232097003,0.006969600275482089
68,0.9346,0.4072,0.4072,0.4108,0.4042,0.5012,2499.5,0.4012,0.006931645692041681,0.4108,0.006957634080634019,0.4018,0.0069333507051064424,0.5012,0.007071047447160852,0.0034963649695076175,0.006948210704922527
69,0.933,0.4008,0.4008,0.4044,0.3992,0.4964,2499.5,0.393,0.006907257053273753,0.4044,0.006940614382026997,0.3948,0.006912784677682359,0.4964,0.0070708845274123945,0.003535845019228076,0.0069305030120475385
70,0.9322,0.394,0.394,0.3984,0.393,0.492,2499.5,0.3846,0.006880157556335465,0.3984,0.0069235459123197845,0.3876,0.0068900833086400345,0.492,0.007070162657251953,0.0035553666477594116,0.00691034007846213
71,0.9314,0.3874,0.3872,0.3916,0.3864,0.4852,2499.5,0.3758,0.006849443189048289,0.3916,0.006902889829629328,0.379,0.006860889155204303,0.4852,0.007067969439662285,0.00357474586509307,0.006889430165115254
72,0.929,0.3804,0.3804,0.3864,0.3798,0.479,2499.5,0.3676,0.006818654412712233,0.3864,0.006886146091973361,0.3702,0.00682864496075173,0.479,0.007064828377250222,0.0036320517617456933,0.006865796967577762
73,0.9276,0.3778,0.3776,0.383,0.374,0.4728,2499.5,0.3604,0.006789872458301407,0.383,0.006874750904578289,0.3618,0.006795597986932423,0.4728,0.00706059714188538,0.0036649212815557178,0.006856634159702558
74,0.9274,0.3708,0.3704,0.379,0.367,0.4668,2499.5,0.353,0.006758564936434361,0.379,0.006860889155204303,0.3536,0.006761169129669809,0.4668,0.00705546256456655,0.003669584172627738,0.006830920289390002
75,0.9262,0.3646,0.3646,0.3726,0.3598,0.4614,2499.5,0.3444,0.006719949999813987,0.3726,0.0068376785534273255,0.344,0.006718094968069446,0.4614,0.007049965106296626,0.003697392594788927,0.006806861832004525
76,0.9236,0.3596,0.359,0.3674,0.3554,0.4552,2499.5,0.3364,0.006681841662296406,0.3674,0.00681787708894785,0.3362,0.006680861621078527,0.4552,0.007042626782671363,0.003756675125692932,0.006786572625412625
77,0.922,0.3528,0.3524,0.362,0.3478,0.4488,2499.5,0.328,0.006639518054798857,0.362,0.006796410817483004,0.3272,0.006635362235778842,0.4488,0.007033897354951947,0.003792518951831354,0.006757694281335906
78,0.92,0.3462,0.3458,0.3584,0.3388,0.4436,2499.5,0.3186,0.006589294954697354,0.3584,0.006781584475622198,0.3152,0.006570372287777916,0.4436,0.007025938229161996,0.0038366652186501747,0.006728232457339743
79,0.918,0.3394,0.3392,0.3546,0.3338,0.4386,2499.5,0.3094,0.006537149837658611,0.3546,0.00676548357473433,0.3062,0.006518305914883099,0.4386,0.007017549999821875,0.0038801030914139374,0.006696381709550316
80,0.9152,0.3308,0.3302,0.3494,0.325,0.4346,2499.5,0.2976,0.006465821525529451,0.3494,0.006742694416922659,0.2948,0.006448146400323119,0.4346,0.007010318680345424,0.003939770551694604,0.0066538914929535785
81,0.9128,0.3286,0.3282,0.346,0.3224,0.432,2499.5,0.2884,0.006406644051295499,0.346,0.006727317444568823,0.285,0.006383964285614387,0.432,0.007005369369276684,0.003989891226587513,0.006642620567215924
82,0.911,0.3238,0.323,0.3414,0.317,0.4252,2499.5,0.279,0.006342854247103586,0.3414,0.006705908439577743,0.2768,0.006327428545625783,0.4252,0.006991494260885866,0.004026884651936282,0.006617455099961011
83,0.9098,0.3146,0.3142,0.337,0.3074,0.4196,2499.5,0.2712,0.006287297670700824,0.337,0.006684773743366338,0.2678,0.006262318420521268,0.4196,0.006979052084631551,0.0040512704180293855,0.006566990787263219
84,0.9082,0.3078,0.3074,0.3328,0.3012,0.4166,2499.5,0.2628,0.0062247274639135805,0.3328,0.006663995198077501,0.2596,0.0062001264503234125,0.4166,0.006972007458401059,0.0040834485425924,0.006527773893143052
85,0.9056,0.3016,0.3008,0.3284,0.295,0.4118,2499.5,0.253,0.006148024072822097,0.3284,0.006641587761973789,0.2504,0.0061269868614189146,0.4118,0.006960183330918806,0.004134939902828094,0.006490569158402058
86,0.9038,0.2988,0.2976,0.3246,0.2888,0.4076,2499.5,0.2442,0.006075629350116744,0.3246,0.006621704312335307,0.242,0.00605699595509193,0.4076,0.006949276796904841,0.004170025419586791,0.00647330765528721
87,0.903,0.2906,0.29,0.321,0.2804,0.404,2499.5,0.237,0.0060138340515847296,0.321,0.006602408651393823,0.2348,0.005994480127584043,0.404,0.006939510069161943,0.004185474883451099,0.0064210846435785295
88,0.9002,0.2802,0.279,0.3178,0.2696,0.3988,2499.5,0.2276,0.005929557150411825,0.3178,0.006584879042169264,0.2256,0.005911085179558826,0.3988,0.006924717467160664,0.004238866829708148,0.0063511882352832215
89,0.8984,0.272,0.2706,0.3132,0.2646,0.3932,2499.5,0.2188,0.00584682067452047,0.3132,0.006559051150890653,0.218,0.00583910952115132,0.3932,0.006907876084586347,0.004272644146193315,0.006293107340575084
90,0.8966,0.2696,0.2672,0.3096,0.2596,0.3896,2499.5,0.2098,0.00575819346670464,0.3096,0.006538315379361874,0.2104,0.0057642317788236105,0.3896,0.006896547542067697,0.004306006038082158,0.00627560100707494
91,0.894,0.2574,0.256,0.3046,0.2508,0.386,2499.5,0.2012,0.005669542485950696,0.3046,0.006508745501246764,0.2034,0.005692599406246676,0.386,0.0068848238902676365,0.0043534813655280525,0.006182964337597298
92,0.8904,0.2508,0.2488,0.3004,0.2456,0.3812,2499.5,0.1932,0.005583435501552785,0.3004,0.006483206614014395,0.1964,0.005618310066203182,0.3812,0.006868574233419917,0.004417869169633705,0.0061302424095626105
93,0.8882,0.245,0.2428,0.296,0.2386,0.376,2499.5,0.1864,0.005507359439876791,0.296,0.0064557571205862445,0.1898,0.005545736380319569,0.376,0.006850167881154447,0.0044564730449089445,0.006082351518943968
94,0.8856,0.2376,0.2342,0.2924,0.231,0.3706,2499.5,0.1788,0.00541905083939983,0.2924,0.006432763636260857,0.1836,0.005475235885329508,0.3706,0.0068301631020056906,0.004501391784770572,0.0060190736828851
95,0.8832,0.2354,0.2312,0.2882,0.2284,0.3672,2499.5,0.1722,0.0053394224406765195,0.2882,0.0064053221620774085,0.178,0.005409547115979303,0.3672,0.006817098503028983,0.004542196825325825,0.005999780662657593
96,0.8816,0.2292,0.2244,0.2852,0.22,0.3642,2499.5,0.1646,0.005244174672910886,0.2852,0.006385310642404173,0.1722,0.0053394224406765195,0.3642,0.006805267959456115,0.00456905767089889,0.0059441964974250305
97,0.8798,0.2214,0.2174,0.2804,0.212,0.3586,2499.5,0.1568,0.00514225164689555,0.2804,0.006352571762680056,0.1646,0.005244174672910886,0.3586,0.006782419037482127,0.004598955533596731,0.005871661434381244
98,0.8784,0.2158,0.211,0.277,0.2046,0.355,2499.5,0.1482,0.00502467431780409,0.277,0.006328838756043639,0.1584,0.005163515081802318,0.355,0.00676720030736493,0.004621978797008919,0.005817737704640868
99,0.876,0.2112,0.204,0.2752,0.2012,0.3506,2499.5,0.1388,0.004889469500876348,0.2752,0.006316089929695428,0.1534,0.005096438756622118,0.3506,0.006748031416642931,0.004660987019934726,0.005772253632681086
100,0.8746,0.2068,0.1998,0.271,0.1962,0.3468,2499.5,0.1284,0.004731034559163566,0.271,0.00628584123248432,0.1484,0.005027473321659698,0.3468,0.0067309696181159515,0.004683478194675406,0.005727717870146888
101,0.8732,0.2054,0.199,0.268,0.193,0.3426,2499.5,0.1214,0.004618701982159057,0.268,0.006263800763114996,0.1454,0.0049851547618905475,0.3426,0.006711560772279425,0.004705778575326298,0.005713332477635097
102,0.8714,0.1964,0.1894,0.264,0.187,0.339,2499.5,0.114,0.004494530008799585,0.264,0.00623384311640901,0.1404,0.004912999898229187,0.339,0.006694460396477075,0.004734174479251901,0.005618310066203182
103,0.8696,0.19,0.1818,0.2596,0.1808,0.3352,2499.5,0.1044,0.004324364461975887,0.2596,0.0062001264503234125,0.1348,0.004829678250152902,0.3352,0.006675941281946689,0.00476226500732582,0.005547972602672079
104,0.8676,0.1834,0.1762,0.2564,0.1744,0.3296,2499.5,0.0968,0.004181620738421886,0.2564,0.006175095788730731,0.1284,0.004731034559163566,0.3296,0.0066477641354067305,0.004793125076607119,0.005472923167741349
105,0.8652,0.1824,0.1722,0.2526,0.1706,0.3254,2499.5,0.0878,0.004002278351139511,0.2526,0.006144806587680364,0.1224,0.004635045630843347,0.3254,0.006625931481686179,0.004829678250152902,0.0054613229166567325
106,0.8628,0.177,0.1668,0.249,0.1676,0.322,2499.5,0.0792,0.0038190930860611395,0.249,0.0061155375887978975,0.1162,0.004532053839044722,0.322,0.006607813556691804,0.004865720090592963,0.0053976105824707285
107,0.8602,0.1706,0.157,0.2452,0.1614,0.318,2499.5,0.0714,0.0036414843127494045,0.2452,0.006084027613349565,0.1118,0.0044564730449089445,0.318,0.006585985119934602,0.004904201464051004,0.005319692472314542
108,0.857,0.166,0.1544,0.241,0.1552,0.3126,2499.5,0.0644,0.003471387042667527,0.241,0.006048454348013218,0.1062,0.0043570990349084335,0.3126,0.006555627201115085,0.0049507777166825015,0.005262014823240239
109,0.8524,0.1522,0.1392,0.2272,0.142,0.3016,2499.5,0.0546,0.003213062090903318,0.2272,0.005925878162770476,0.095,0.0041466854233230665,0.3016,0.006490569158402058,0.0050162583665517065,0.005080062204343565
110,0.8474,0.126,0.1122,0.2056,0.1168,0.2882,2499.5,0.038,0.0027039230758288966,0.2056,0.00571539394967661,0.0752,0.003729476102618168,0.2882,0.0064053221620774085,0.005085533207049187,0.0046930587040862805
111,0.8404,0.0974,0.0898,0.1782,0.0926,0.2672,2499.5,0.0276,0.0023168185082133646,0.1782,0.005411926828773649,0.0604,0.0033690307211422105,0.2672,0.006257861615600013,0.0051793404985577066,0.004193166822343227
112,0.833,0.0716,0.064,0.1468,0.0696,0.244,2499.5,0.0186,0.001910708769017403,0.1468,0.005004992707287395,0.0436,0.0028878725733660756,0.244,0.006073944352725007,0.005274675345459662,0.0036461881465442783
113,0.8256,0.0578,0.053,0.117,0.0584,0.2272,2499.5,0.0134,0.001626065189345126,0.117,0.004545569271279451,0.032,0.002489015869776647,0.2272,0.005925878162770476,0.005366276921665523,0.003300277564084573
114,0.818,0.0412,0.0378,0.0926,0.0394,0.1972,2499.5,0.0086,0.0013058361306075123,0.0926,0.0040993960530790385,0.0218,0.0020651760215536106,0.1972,0.005626938066124417,0.0054566656485439905,0.0028107849437479203
115,0.8112,0.0294,0.0268,0.0744,0.0278,0.1762,2499.5,0.006,0.0010921538353180838,0.0744,0.003711189566702299,0.0146,0.00169628063715884,0.1762,0.0053880155901778895,0.005534520033390429,0.0023889596061884345
116,0.8018,0.0176,0.0166,0.0542,0.0166,0.1552,2499.5,0.0042,0.0009145884320283086,0.0542,0.0032019481569819336,0.0096,0.0013789735312905755,0.1552,0.005120799937509764,0.005637672569420825,0.0018595827488982577
117,0.792,0.0144,0.0132,0.0394,0.0132,0.1326,2499.5,0.003,0.0007734339015067804,0.0394,0.0027512775214434473,0.0078,0.0012441189653726848,0.1326,0.004796190988690921,0.00573996515668867,0.0016847931623792875
118,0.783,0.0084,0.0076,0.0276,0.0084,0.1152,2499.5,0.0012,0.0004896039215529222,0.0276,0.0023168185082133646,0.0042,0.0009145884320283086,0.1152,0.004515062790261061,0.005829425357614591,0.001290692837200238
119,0.7706,0.0054,0.005,0.0168,0.0054,0.0946,2499.5,0.0008,0.00039983996798719363,0.0168,0.0018175676053451217,0.002,0.0006318227599572526,0.0946,0.0041388607128049135,0.005946017827083939,0.001036420763975713
