step,A_t,B_t,M_t,B1_t,B2_t,B3_t,run,R_mis,R_mis_se,R_b1,R_b1_se,R_b2,R_b2_se,R_b3,R_b3_se,A_t_se,B_t_se
44,0.9942,0.5386,0.5386,0.5386,0.5316,0.6374,2499.5,0.5384,0.00705018354371005,0.5386,0.007049965106296626,0.5316,0.007056931911248684,0.6374,0.00679884166604871,0.0010739050237334796,0.007049965106296626
45,0.9936,0.5322,0.5322,0.5322,0.5244,0.6302,2499.5,0.532,0.007056571405434795,0.5322,0.007056389445034904,0.5244,0.007062643131292986,0.6302,0.0068271217947243334,0.0011277446519491869,0.007056389445034904
46,0.9934,0.5242,0.5242,0.5242,0.517,0.6206,2499.5,0.524,0.0070629172443120135,0.5242,0.007062780755481512,0.517,0.0070669795528217,0.6206,0.0068622975744279694,0.0011451148414023853,0.007062780755481512
47,0.9926,0.5158,0.5158,0.5158,0.5078,0.6122,2499.5,0.5156,0.007067625343777074,0.5158,0.007067536487348332,0.5078,0.007070207351980562,0.6122,0.006890735229277062,0.001212042903531056,0.007067536487348332
48,0.9918,0.5092,0.5092,0.5092,0.5008,0.6018,2499.5,0.509,0.007069922206078367,0.5092,0.007069870720175865,0.5008,0.007071058760892883,0.6018,0.006922958327189324,0.0012753634776015805,0.007069870720175865
49,0.9914,0.5026,0.5026,0.5026,0.4954,0.5934,2499.5,0.5024,0.007070986352695075,0.5026,0.007070972210382389,0.4954,0.00707076855794333,0.5934,0.006946602622865367,0.0013058361306075162,0.007070972210382389
50,0.9912,0.4952,0.4952,0.4952,0.4876,0.587,2499.5,0.495,0.007070714249635605,0.4952,0.007070741969553125,0.4876,0.007068892982638794,0.587,0.006963203285844813,0.0013207997577225725,0.007070741969553125
51,0.9912,0.4894,0.4894,0.4894,0.4808,0.5796,2499.5,0.4892,0.007069418080719233,0.4894,0.007069478622925455,0.4808,0.007065852531719014,0.5796,0.006980885903665809,0.0013207997577225725,0.007069478622925455
52,0.9908,0.4834,0.4834,0.4834,0.4748,0.5728,2499.5,0.4832,0.00706707520831638,0.4834,0.007067169730521547,0.4748,0.007062081279622884,0.5728,0.006995715260071696,0.0013502118352317896,0.007067169730521547
53,0.9902,0.479,0.479,0.479,0.4684,0.5664,2499.5,0.4788,0.007064708911200801,0.479,0.007064828377250222,0.4684,0.007056931911248684,0.5664,0.007008438342455472,0.0013931231101377963,0.007064828377250222
54,0.9898,0.4722,0.4722,0.4722,0.4616,0.5592,2499.5,0.472,0.007059971671331267,0.4722,0.007060129743850322,0.4616,0.00705018354371005,0.5592,0.007021329788579938,0.0014209827585160903,0.007060129743850322
55,0.9888,0.4664,0.4664,0.4664,0.456,0.5532,2499.5,0.4662,0.0070548927702694395,0.4664,0.007055083840749166,0.456,0.007043635424977645,0.5532,0.0070309282459715084,0.0014882580421418854,0.007055083840749166
56,0.9888,0.4614,0.4614,0.4616,0.4508,0.5454,2499.5,0.4612,0.0070497455273222445,0.4616,0.00705018354371005,0.4508,0.007036751523252757,0.5454,0.007041858277471934,0.0014882580421418854,0.007049965106296626
57,0.988,0.4546,0.4546,0.4546,0.4442,0.5378,2499.5,0.4542,0.007041340213340071,0.4546,0.007041858277471934,0.4442,0.0070268963276826565,0.5378,0.007050832007642786,0.0015398701243936133,0.007041858277471934
58,0.987,0.4488,0.4488,0.4488,0.4378,0.5306,2499.5,0.4484,0.007033312732987209,0.4488,0.007033897354951947,0.4378,0.007016140819567407,0.5306,0.0070578132590767804,0.0016019363283226965,0.007033897354951947
59,0.9866,0.4438,0.4438,0.444,0.4324,0.5244,2499.5,0.4434,0.007025616556573523,0.444,0.007026578114559035,0.4324,0.007006143589736082,0.5244,0.007062643131292986,0.0016260651893451239,0.007026258748437891
60,0.9856,0.4376,0.4376,0.4378,0.4266,0.5164,2499.5,0.437,0.007014713108887633,0.4378,0.007016140819567407,0.4266,0.006994461237293406,0.5164,0.007067263119482675,0.0016847931623792855,0.007015785629564233
61,0.9842,0.4312,0.4312,0.4322,0.4204,0.5102,2499.5,0.4304,0.007002225931801972,0.4322,0.007005757061160485,0.4204,0.006980885903665809,0.5102,0.007069596310964298,0.0017635396224638695,0.00700380696478708
62,0.983,0.4264,0.4264,0.4274,0.415,0.5038,2499.5,0.425,0.006991065727054781,0.4274,0.006996130930735931,0.4148,0.006967653263474008,0.5038,0.007070863596478156,0.0018281684823888641,0.006994040892073766
63,0.9812,0.42,0.42,0.421,0.4088,0.4988,2499.5,0.4184,0.006976266049972578,0.421,0.006982248921371967,0.4084,0.006951394680206268,0.4988,0.007071047447160852,0.0019207581836347876,0.006979971346646059
64,0.9798,0.4134,0.4134,0.4142,0.4004,0.4894,2499.5,0.411,0.006958146304871722,0.4142,0.006966180589103328,0.3998,0.006927625278549642,0.4894,0.007069478622925455,0.001989570807988497,0.0069642004566209895
65,0.9786,0.4072,0.4072,0.4082,0.3942,0.4824,2499.5,0.4042,0.0069400628239231375,0.4082,0.0069508669962818305,0.3936,0.006909110507149239,0.4824,0.007066685786137658,0.0020465600406535827,0.006948210704922527
66,0.9782,0.4032,0.4032,0.4042,0.3898,0.4782,2499.5,0.4004,0.0069293555255882195,0.4042,0.0069400628239231375,0.3892,0.006895264461933276,0.4782,0.007064343706247595,0.002065176021553613,0.006937287077813632
67,0.9768,0.397,0.397,0.3996,0.3826,0.4734,2499.5,0.3942,0.006910953045709397,0.3996,0.006927046123709586,0.382,0.006871331748649602,0.4734,0.007061054312211456,0.0021289321266775977,0.006919407489084596
68,0.9756,0.3914,0.391,0.3936,0.3758,0.4684,2499.5,0.3866,0.006886805355170131,0.3936,0.006909110507149239,0.3738,0.006842127739234339,0.4684,0.007056931911248684,0.0021819550866138365,0.0069022610788059885
69,0.975,0.3858,0.3858,0.3892,0.37,0.4622,2499.5,0.3814,0.006869265462915231,0.3892,0.006895264461933276,0.3678,0.0068194304747537385,0.4622,0.007050832007642786,0.0022079402165819627,0.006884160951052786
70,0.9742,0.384,0.384,0.3862,0.366,0.4578,2499.5,0.3778,0.006856634159702558,0.3862,0.006885485603790048,0.3636,0.006802867630639303,0.4578,0.007045837920361212,0.0022420686876186485,0.006878139283265497
71,0.973,0.3784,0.3782,0.3822,0.3606,0.453,2499.5,0.3724,0.006836932645565554,0.3822,0.0068720180442137955,0.3576,0.0067782333981650416,0.453,0.007039758518585705,0.002292204179387169,0.006858767236172984
72,0.9722,0.3724,0.3722,0.3772,0.3554,0.4462,2499.5,0.3662,0.006813186625948243,0.3772,0.006854489915376636,0.3526,0.006756822330060189,0.4462,0.0070300150782199615,0.002324958494253179,0.006836932645565554
73,0.9714,0.3672,0.3668,0.3726,0.3502,0.4396,2499.5,0.3596,0.006786572625412625,0.3726,0.0068376785534273255,0.3464,0.006729146156831489,0.4396,0.007019285433717595,0.002357203427793196,0.006817098503028983
74,0.9702,0.3636,0.3632,0.3702,0.3462,0.4344,2499.5,0.3526,0.006756822330060189,0.3702,0.00682864496075173,0.341,0.006704013723136313,0.4344,0.007009944935589723,0.002404660474994341,0.006802867630639303
75,0.9688,0.3596,0.3596,0.3666,0.341,0.4292,2499.5,0.347,0.006731879380975271,0.3666,0.006814755168015943,0.3342,0.006670987333221372,0.4292,0.006999819426242366,0.002458721619053284,0.006786572625412625
76,0.9682,0.3516,0.3512,0.362,0.3366,0.4238,2499.5,0.337,0.006684773743366338,0.362,0.006796410817483004,0.326,0.006629087418340476,0.4238,0.006988469932681975,0.0024814818153675857,0.006752443113421986
77,0.9676,0.3482,0.3478,0.3572,0.3306,0.4182,2499.5,0.3296,0.0066477641354067305,0.3572,0.00677655015476164,0.3172,0.0065815524004599404,0.4182,0.006975797588806602,0.0025040063897682043,0.0067373104426024484
78,0.9668,0.3416,0.3414,0.3526,0.3246,0.4132,2499.5,0.3212,0.006603492409324024,0.3526,0.006756822330060189,0.3086,0.0065324733447600074,0.4132,0.006963702463488802,0.0025336834845733993,0.006706853807859539
79,0.9654,0.3334,0.3332,0.3462,0.3164,0.4092,2499.5,0.3128,0.0065567699364854955,0.3462,0.006728232457339743,0.3008,0.006485666658100769,0.4092,0.006953493510459329,0.002584679477227301,0.00666699992500375
80,0.965,0.3304,0.3302,0.3416,0.3134,0.4024,2499.5,0.306,0.006517115926542967,0.3416,0.006706853807859539,0.2948,0.006448146400323119,0.4024,0.006935044916941779,0.0025990382836734065,0.006651854478263938
81,0.964,0.3236,0.3232,0.3376,0.308,0.3972,2499.5,0.2994,0.006477030801223659,0.3376,0.006687693772893613,0.2888,0.006409283267261637,0.3972,0.006920002312138343,0.002634539808012019,0.006616389347672944
82,0.9628,0.3194,0.3184,0.3318,0.302,0.3892,2499.5,0.2904,0.006419779435463496,0.3318,0.006658960279202752,0.2804,0.006352571762680056,0.3892,0.006895264461933276,0.0026764214914695335,0.006593688497343502
83,0.9624,0.3112,0.3106,0.326,0.2952,0.3824,2499.5,0.2822,0.006364953416954439,0.326,0.006629087418340476,0.2738,0.00630608531499535,0.3824,0.006872703107220622,0.0026902133744370524,0.006547588258282587
84,0.9612,0.3046,0.3038,0.3228,0.2886,0.3764,2499.5,0.2736,0.006304649712712039,0.3228,0.006612112521728589,0.2654,0.0062444029338280214,0.3764,0.006851613532592159,0.0027311008769358904,0.006508745501246764
85,0.9586,0.2958,0.295,0.3186,0.2822,0.3706,2499.5,0.2658,0.006247405221369909,0.3186,0.006589294954697354,0.258,0.006187665149311169,0.3706,0.0068301631020056906,0.0028173050952994064,0.006454492389026421
86,0.9576,0.293,0.2918,0.316,0.2774,0.3656,2499.5,0.2604,0.006206316782118038,0.316,0.006574861215265308,0.2524,0.006143195259797624,0.3656,0.0068108243260269164,0.0028496399772602854,0.006436629552801684
87,0.9564,0.2872,0.286,0.312,0.2704,0.3614,2499.5,0.255,0.006164008436074694,0.312,0.006552190473421846,0.2472,0.006100691108390918,0.3614,0.006793968501546059,0.0028878725733660748,0.006398689865902238
88,0.9556,0.2832,0.2822,0.3086,0.266,0.3576,2499.5,0.2478,0.006105655738739287,0.3086,0.0065324733447600074,0.242,0.00605699595509193,0.3576,0.0067782333981650416,0.0029130272913242676,0.0063717777739026645
89,0.9544,0.2786,0.2768,0.305,0.262,0.3536,2499.5,0.2424,0.006060399986799551,0.305,0.006511144292672372,0.2384,0.006026034185100513,0.3536,0.006761169129669809,0.002950275919299752,0.006340063722077248
90,0.9526,0.2724,0.2716,0.3002,0.2592,0.3478,2499.5,0.2364,0.006008577868347884,0.3002,0.006481974390569589,0.233,0.005978478067200716,0.3478,0.006735505326254297,0.0030051036587778464,0.006296002541295548
91,0.9514,0.2688,0.2674,0.2966,0.2524,0.3432,2499.5,0.2304,0.005955095968999996,0.2966,0.006459542398653329,0.2272,0.005925878162770476,0.3432,0.006714369069391405,0.003040987997345599,0.006269713869069306
92,0.9498,0.2622,0.2608,0.2942,0.2472,0.3394,2499.5,0.225,0.005905505905508858,0.2942,0.0064443209106933835,0.222,0.005877346339973509,0.3394,0.006696381709550316,0.003088040155179334,0.006220147265137699
93,0.948,0.2544,0.253,0.2904,0.2414,0.3346,2499.5,0.22,0.005858327406350724,0.2904,0.006419779435463496,0.2164,0.005823590644954366,0.3346,0.006672972950642016,0.00313993630508646,0.006159231120846173
94,0.9452,0.2522,0.2496,0.2862,0.2358,0.3292,2499.5,0.2132,0.005792162981132351,0.2862,0.006392019399219624,0.211,0.005770251294354519,0.3292,0.006645710797198446,0.003218600938296016,0.006141582206565341
95,0.9442,0.2454,0.2426,0.2824,0.231,0.3252,2499.5,0.2036,0.005694682431883274,0.2824,0.0063663213867978736,0.205,0.005709203096755273,0.3252,0.0066248767535705905,0.0032461164489278557,0.006085701931576997
96,0.9428,0.2424,0.2394,0.2792,0.228,0.3212,2499.5,0.198,0.005635530143651084,0.2792,0.006344247157858843,0.201,0.005667433281477604,0.3212,0.006603492409324024,0.0032841485959073176,0.006060399986799551
97,0.941,0.232,0.2272,0.2754,0.2174,0.3176,2499.5,0.1886,0.005532269696968867,0.2754,0.0063175128017282246,0.194,0.005592208865913361,0.3176,0.006583771563473326,0.003332236486205625,0.005969522593976841
98,0.9394,0.2332,0.229,0.2724,0.217,0.3134,2499.5,0.1808,0.005442634656120141,0.2724,0.006296002541295548,0.1898,0.005545736380319569,0.3134,0.006560189631405483,0.0033742448043969776,0.005980263539343396
99,0.9366,0.226,0.2192,0.2698,0.211,0.3104,2499.5,0.171,0.005324640832957655,0.2698,0.006277068742653691,0.1862,0.005505080562534939,0.3104,0.006542963243057384,0.0034461700480388374,0.005914795009127535
100,0.9346,0.222,0.2156,0.2658,0.2088,0.3056,2499.5,0.1618,0.005208085252758446,0.2658,0.006247405221369909,0.181,0.005444979338803775,0.3056,0.006514731613811884,0.0034963649695076175,0.005877346339973509
101,0.9324,0.2198,0.2134,0.2636,0.2034,0.3026,2499.5,0.1534,0.005096438756622118,0.2636,0.006230811183144615,0.1762,0.0053880155901778895,0.3026,0.006496664374892703,0.0035504996831432047,0.00585641460280947
102,0.9304,0.215,0.2076,0.2608,0.1998,0.3,2499.5,0.146,0.00499367600070329,0.2608,0.00620940190356527,0.1714,0.005329578594973528,0.3,0.00648074069840786,0.003598773124274438,0.005809905334857015
103,0.9296,0.2078,0.1984,0.258,0.1926,0.2958,2499.5,0.1364,0.004853762252109183,0.258,0.006187665149311169,0.166,0.005262014823240239,0.2958,0.006454492389026421,0.0036178402397010296,0.005737929243202639
104,0.9282,0.207,0.193,0.255,0.1914,0.2914,2499.5,0.1252,0.004680276914884417,0.255,0.006164008436074694,0.1624,0.005215865028928567,0.2914,0.006426290376259075,0.0036508837286333834,0.005729764393061899
105,0.9264,0.2022,0.19,0.2528,0.1876,0.288,2499.5,0.1156,0.004521872178644593,0.2528,0.006146416191570499,0.158,0.005158216746124575,0.288,0.00640399875078064,0.003692777816224529,0.005680055633530362
106,0.9248,0.1984,0.1906,0.2506,0.1836,0.284,2499.5,0.1086,0.004400137270585998,0.2506,0.006128615504337012,0.152,0.005077322128839178,0.284,0.006377209421055576,0.003729476102618169,0.00563981276284949
107,0.9224,0.1924,0.181,0.2468,0.178,0.2804,2499.5,0.0986,0.004216112901714089,0.2468,0.006097372548893499,0.1466,0.005002168329834572,0.2804,0.006352571762680056,0.003783602516121375,0.005574625368578592
108,0.9216,0.1844,0.17,0.2414,0.174,0.275,2499.5,0.087,0.003985749615818836,0.2414,0.006051876403232306,0.1402,0.004910070467926096,0.275,0.0063146654701575445,0.0038014060556588796,0.00548446241668224
109,0.9166,0.1726,0.1624,0.2332,0.1622,0.2678,2499.5,0.0774,0.0037791332339572256,0.2332,0.005980263539343396,0.131,0.004771561589249373,0.2678,0.006262318420521268,0.003910100765964991,0.005344328582712706
110,0.9094,0.1502,0.1332,0.2118,0.1408,0.258,2499.5,0.0604,0.0033690307211422105,0.2118,0.005778248177432326,0.1128,0.004473838620245482,0.258,0.006187665149311169,0.004059350686994165,0.005052523329980773
111,0.9,0.1256,0.1112,0.1852,0.1202,0.245,2499.5,0.045,0.0029317230428538097,0.1852,0.005493650152676269,0.0934,0.004115250660652398,0.245,0.006082351518943968,0.004242640687119285,0.004686675580835524
112,0.8924,0.0908,0.0792,0.1588,0.0914,0.2278,2499.5,0.03,0.0024124676163629634,0.1588,0.005168801795387399,0.0692,0.003589188209052292,0.2278,0.00593139376538095,0.00438228798688539,0.0040633818427511835
113,0.885,0.0696,0.0622,0.1308,0.0686,0.2084,2499.5,0.0188,0.0019207581836347854,0.1308,0.004768466420139708,0.0482,0.0030290843500965763,0.2084,0.0057440306405867995,0.004511651582292232,0.003598773124274438
114,0.8726,0.0504,0.0464,0.1022,0.0496,0.1926,2499.5,0.0116,0.0015142945552302563,0.1022,0.004283810453323069,0.0326,0.0025114633184659496,0.1926,0.005576831358396988,0.0047152781466208325,0.0030938597253269257
115,0.8614,0.0332,0.03,0.0768,0.0336,0.1718,2499.5,0.0064,0.0011277446519491901,0.0768,0.0037656808149390463,0.0202,0.001989570807988497,0.1718,0.00533450578779328,0.0048865128670658375,0.002533683484573399
116,0.8496,0.0244,0.0212,0.0572,0.024,0.1508,2499.5,0.004,0.0008926365441768558,0.0572,0.0032841485959073167,0.014,0.0016615655268450895,0.1508,0.005060817325294403,0.005055291089541728,0.002181955086613838
117,0.836,0.0174,0.0154,0.0426,0.0168,0.128,2499.5,0.0026,0.0007201722016295824,0.0426,0.00285605462132642,0.009,0.001335589757373124,0.128,0.004724743379274688,0.005236487372275427,0.001849174951160652
118,0.8198,0.0112,0.0102,0.029,0.0118,0.109,2499.5,0.001,0.0004469899327725402,0.029,0.0023731413780051116,0.0064,0.0011277446519491901,0.109,0.004407244036810306,0.005435585709010576,0.001488258042141886
119,0.8066,0.007,0.0058,0.0212,0.0068,0.092,2499.5,0.0002,0.00019997999899989998,0.0212,0.0020371823678797143,0.004,0.0008926365441768558,0.092,0.004087444189221426,0.005585632282920172,0.0011790674280973078
