step,A_t,B_t,M_t,B1_t,B2_t,B3_t,run,R_mis,R_mis_se,R_b1,R_b1_se,R_b2,R_b2_se,R_b3,R_b3_se,A_t_se,B_t_se
26,0.9844,0.7346,0.7346,0.7346,0.7356,0.7982,2499.5,0.7346,0.0062444029338280214,0.7346,0.0062444029338280214,0.7356,0.006236868444981022,0.7982,0.0056758569397052285,0.001752520470636503,0.0062444029338280214
27,0.9838,0.7228,0.7228,0.7228,0.722,0.7902,2499.5,0.7228,0.0063302473885307195,0.7228,0.0063302473885307195,0.722,0.0063358661602025655,0.7902,0.00575819346670464,0.0017853604678047508,0.0063302473885307195
28,0.983,0.7122,0.7122,0.7122,0.7116,0.7854,2499.5,0.7122,0.006402673816461369,0.7122,0.006402673816461369,0.7116,0.006406644051295499,0.7854,0.005805976920381272,0.0018281684823888641,0.006402673816461369
29,0.9826,0.7034,0.7034,0.7034,0.7028,0.7758,2499.5,0.7034,0.006459542398653329,0.7034,0.006459542398653329,0.7028,0.006463314320068304,0.7758,0.00589803967433248,0.0018491749511606505,0.006459542398653329
30,0.9818,0.6936,0.6936,0.6936,0.6932,0.7674,2499.5,0.6936,0.006519494458928545,0.6936,0.006519494458928545,0.6932,0.006521867217292913,0.7674,0.005974901505464337,0.0018904369865192542,0.006519494458928545
31,0.9814,0.6858,0.6858,0.6858,0.686,0.7616,2499.5,0.6858,0.006564729392747275,0.6858,0.006564729392747275,0.686,0.006563596575049384,0.7616,0.006026034185100512,0.0019107087690174007,0.006564729392747275
32,0.9806,0.6766,0.6764,0.6766,0.678,0.754,2499.5,0.6764,0.006616389347672944,0.6766,0.006615322214374747,0.678,0.006607813556691804,0.754,0.006090714243830521,0.0019505711983929207,0.006615322214374747
33,0.979,0.6678,0.6678,0.6678,0.6692,0.7456,2499.5,0.6676,0.006661985289686551,0.6678,0.006660978306525251,0.6692,0.0066538914929535785,0.7456,0.006159231120846172,0.002027757381937002,0.006660978306525251
34,0.9776,0.659,0.659,0.659,0.6602,0.738,2499.5,0.6588,0.006704961744857311,0.659,0.006704013723136312,0.6602,0.0066982976941906665,0.738,0.006218617209637525,0.002092760855903033,0.006704013723136312
35,0.976,0.6508,0.6508,0.6508,0.6532,0.7318,2499.5,0.6506,0.006742694416922659,0.6508,0.006741800353021439,0.6532,0.0067309696181159515,0.7318,0.006265281478114132,0.00216443988135499,0.006741800353021439
36,0.975,0.6418,0.6418,0.6418,0.6432,0.7256,2499.5,0.6416,0.006781584475622198,0.6418,0.006780748631235345,0.6432,0.006774861769807558,0.7256,0.006310382555756822,0.0022079402165819627,0.006780748631235345
37,0.9742,0.6328,0.6328,0.6328,0.634,0.7176,2499.5,0.6326,0.006817877088947849,0.6328,0.006817098503028983,0.634,0.006812400457988359,0.7176,0.0063663213867978736,0.0022420686876186485,0.006817098503028983
38,0.9726,0.6236,0.6236,0.6236,0.6252,0.7104,2499.5,0.6234,0.006852334492711225,0.6236,0.006851613532592159,0.6252,0.006845801048818173,0.7104,0.006414543475571742,0.00230864635663412,0.006851613532592159
39,0.9708,0.6158,0.6158,0.6158,0.6176,0.7028,2499.5,0.6156,0.006879486027313377,0.6158,0.006878813269743554,0.6176,0.006872703107220623,0.7028,0.006463314320068304,0.0023810653077981714,0.006878813269743554
40,0.9694,0.6082,0.6082,0.6082,0.6092,0.6948,2499.5,0.608,0.006904143683325254,0.6082,0.006903517364358549,0.6092,0.006900367526443791,0.6948,0.006512341514386358,0.002435719195638116,0.006903517364358549
41,0.968,0.599,0.599,0.599,0.599,0.6844,2499.5,0.5988,0.006931645692041681,0.599,0.006931074952703946,0.599,0.006931074952703946,0.6844,0.0065726195690911544,0.0024890158697766485,0.006931074952703946
42,0.9666,0.5908,0.5908,0.5908,0.5906,0.6758,2499.5,0.5906,0.006954015243008891,0.5908,0.006953493510459329,0.5906,0.006954015243008891,0.6758,0.006619582464174006,0.002541040731668817,0.006953493510459329
43,0.9658,0.5832,0.5832,0.5832,0.5828,0.667,2499.5,0.583,0.006972962067873308,0.5832,0.006972485353157796,0.5828,0.006973437602789603,0.667,0.006664998124530868,0.0025702280054501004,0.006972485353157796
44,0.9652,0.5742,0.5742,0.5742,0.574,0.6592,2499.5,0.574,0.006993196693930466,0.5742,0.00699277284058334,0.574,0.006993196693930466,0.6592,0.006703064373851708,0.0025918703671287285,0.00699277284058334
45,0.9638,0.5654,0.5654,0.5654,0.5652,0.6516,2499.5,0.5652,0.007010691264062339,0.5654,0.007010318680345424,0.5652,0.007010691264062339,0.6516,0.00673821103854725,0.0026415737733404307,0.007010318680345424
46,0.9626,0.5564,0.5564,0.5564,0.5562,0.6446,2499.5,0.5562,0.007026258748437891,0.5564,0.007025938229161996,0.5562,0.007026258748437891,0.6446,0.00676891187710403,0.002683327784673352,0.007025938229161996
47,0.9612,0.5496,0.5496,0.5496,0.5484,0.6386,2499.5,0.5494,0.007036471274722863,0.5496,0.007036189878051899,0.5484,0.007037861038696345,0.6386,0.006793968501546059,0.0027311008769358904,0.007036189878051899
48,0.9594,0.544,0.544,0.544,0.5414,0.6308,2499.5,0.5438,0.007043884723645043,0.544,0.007043635424977645,0.5414,0.007046787069296192,0.6308,0.006824827616870627,0.0027911159058699076,0.007043635424977645
49,0.9582,0.5372,0.5372,0.5372,0.5344,0.6256,2499.5,0.537,0.007051680650738517,0.5372,0.007051470201312631,0.5344,0.007054312723433801,0.6256,0.006844335468107915,0.0028302918577418814,0.007051470201312631
50,0.957,0.5276,0.5276,0.5276,0.5246,0.6176,2499.5,0.5274,0.007060442479051862,0.5276,0.007060286679731922,0.5246,0.007062504371680063,0.6176,0.006872703107220623,0.00286883251515316,0.007060286679731922
51,0.9564,0.519,0.519,0.519,0.5172,0.61,2499.5,0.5188,0.007066067647567492,0.519,0.007065960656556191,0.5172,0.00706688276399149,0.61,0.006897825744392214,0.0028878725733660748,0.007065960656556191
52,0.9554,0.5122,0.5122,0.5122,0.5088,0.6032,2499.5,0.512,0.007069031050999847,0.5122,0.007068962583010325,0.5088,0.007069972560059904,0.6032,0.006918811458624956,0.0029192752525241594,0.007068962583010325
53,0.9534,0.5056,0.5056,0.5056,0.503,0.5976,2499.5,0.5054,0.007070655415164849,0.5056,0.007070624300583365,0.503,0.007070940531499328,0.5976,0.006935044916941779,0.0029808871162793123,0.007070624300583365
54,0.9524,0.4974,0.4974,0.4974,0.495,0.5918,2499.5,0.4972,0.0070709569366529165,0.4974,0.007070972210382389,0.495,0.007070714249635605,0.5918,0.0069508669962818305,0.0030111207215918786,0.007070972210382389
55,0.9508,0.4906,0.4906,0.4908,0.4894,0.584,2499.5,0.4904,0.007069764352508505,0.4908,0.007069870720175865,0.4894,0.007069478622925455,0.584,0.0069705666914534285,0.0030587369942510594,0.007069818102327669
56,0.9494,0.4854,0.4854,0.4854,0.4812,0.5752,2499.5,0.485,0.007067885115082163,0.4854,0.007068052631382989,0.4812,0.007066067647567492,0.5752,0.006990636022566187,0.0030996657884359074,0.007068052631382989
57,0.9484,0.4792,0.4792,0.4796,0.4748,0.569,2499.5,0.4788,0.007064708911200801,0.4796,0.007065179969399223,0.4748,0.007062081279622884,0.569,0.007003413453452538,0.003128496124338337,0.007064946708928524
58,0.9476,0.472,0.472,0.4722,0.4678,0.5622,2499.5,0.4714,0.007059490633183105,0.4722,0.007060129743850322,0.4676,0.007056206346189147,0.5622,0.007016140819567407,0.003151324800778238,0.007059971671331267
59,0.9468,0.466,0.466,0.4662,0.4608,0.5526,2499.5,0.4654,0.007054117095710844,0.4662,0.0070548927702694395,0.4606,0.007049079939963797,0.5526,0.007031831055991035,0.003173948959892078,0.00705470056061914
60,0.9452,0.459,0.459,0.4596,0.4544,0.547,2499.5,0.4582,0.007046314781501037,0.4596,0.007047947786412723,0.4542,0.007041340213340071,0.547,0.007039758518585705,0.003218600938296016,0.007047254784666153
61,0.944,0.4524,0.4524,0.4526,0.449,0.54,2499.5,0.4512,0.007037308576437443,0.4526,0.00703922211611482,0.4484,0.007033312732987209,0.54,0.0070484040746824385,0.0032515842292642535,0.007038952194751716
62,0.943,0.4468,0.4468,0.4472,0.4418,0.5338,2499.5,0.4456,0.0070290915486995904,0.4472,0.007031531269929758,0.4412,0.007022001993733695,0.5338,0.0070548927702694395,0.00327874976172321,0.0070309282459715084
63,0.9428,0.4408,0.4408,0.4416,0.4348,0.527,2499.5,0.4396,0.007019285433717595,0.4416,0.007022669577874214,0.434,0.007009193962218481,0.527,0.00706075066830716,0.0032841485959073176,0.007021329788579938
64,0.9408,0.4338,0.4336,0.435,0.4278,0.5192,2499.5,0.4316,0.007004590494811242,0.435,0.00701106268692557,0.4266,0.006994461237293406,0.5192,0.007065852531719014,0.0033375248313683007,0.007008816733229655
65,0.94,0.426,0.4258,0.4276,0.421,0.5134,2499.5,0.4232,0.006987156216945489,0.4276,0.006996545433283485,0.42,0.006979971346646059,0.5134,0.00706852799386124,0.0033585711247493344,0.006993196693930466
66,0.9384,0.4194,0.4194,0.4216,0.4132,0.5086,2499.5,0.4164,0.0069715283833604235,0.4216,0.006983601363193635,0.412,0.00696068962100739,0.5086,0.007070021782144663,0.003400159996235471,0.0069785906886705995
67,0.9374,0.4132,0.4132,0.415,0.4076,0.5026,2499.5,0.4092,0.006953493510459329,0.415,0.00696814178960216,0.4052,0.006942808653563772,0.5026,0.007070972210382389,0.0034258207775655744,0.006963702463488802
68,0.9352,0.4072,0.4072,0.41,0.402,0.4978,2499.5,0.4028,0.006936168394726299,0.41,0.0069555733049116815,0.3984,0.0069235459123197845,0.4978,0.007070999363597765,0.003481406612276135,0.006948210704922527
69,0.933,0.4018,0.4018,0.405,0.394,0.4906,2499.5,0.3956,0.006915209902815677,0.405,0.00694226187924368,0.3894,0.006895906611896655,0.4906,0.007069818102327669,0.003535845019228076,0.0069333507051064424
70,0.9314,0.3958,0.3956,0.399,0.3882,0.4848,2499.5,0.388,0.00689138592737339,0.399,0.006925301437482704,0.3822,0.0068720180442137955,0.4848,0.007067799657602075,0.00357474586509307,0.006915813184290045
71,0.9302,0.3882,0.388,0.3922,0.3798,0.4794,2499.5,0.3806,0.006866493136965914,0.3922,0.006904768786860281,0.374,0.006842864897102675,0.4794,0.007065063906292709,0.0036035526914421547,0.00689203540327529
72,0.9286,0.3794,0.379,0.3856,0.373,0.4748,2499.5,0.3704,0.006829404659265696,0.3856,0.006883496785791361,0.3648,0.0068076568656183015,0.4748,0.007062081279622884,0.003641484312749405,0.00686229757442797
73,0.927,0.375,0.3748,0.3792,0.3668,0.468,2499.5,0.3626,0.00679884166604871,0.3792,0.006861593983907821,0.356,0.006771469559851835,0.468,0.007056571405434795,0.003678885700861063,0.006846531968814577
74,0.9248,0.3688,0.3688,0.3746,0.3604,0.4636,2499.5,0.3548,0.006766342586656398,0.3746,0.006845068882049325,0.3478,0.006735505326254297,0.4636,0.007052305155053913,0.003729476102618169,0.00682329187416162
75,0.9236,0.3638,0.3638,0.3702,0.3558,0.4588,2499.5,0.3478,0.006735505326254297,0.3702,0.00682864496075173,0.3406,0.006702113696439356,0.4588,0.007047021498477211,0.003756675125692932,0.006803669010173849
76,0.922,0.3546,0.3542,0.3638,0.3474,0.4534,2499.5,0.3376,0.006687693772893613,0.3638,0.006803669010173849,0.3302,0.006650833932673406,0.4534,0.007040290334922275,0.003792518951831354,0.00676548357473433
77,0.921,0.3472,0.3466,0.3578,0.3408,0.4476,2499.5,0.3268,0.006633276113656056,0.3578,0.0067790730929825505,0.321,0.006602408651393823,0.4476,0.007032129691636808,0.0038146821623826,0.006732787832688626
78,0.9196,0.3442,0.3442,0.354,0.3356,0.4436,2499.5,0.319,0.006591494519454598,0.354,0.006762898786762966,0.3124,0.006554483045977005,0.4436,0.007025938229161996,0.0038454086908935965,0.006719023143285041
79,0.9178,0.3338,0.3334,0.3494,0.3268,0.4376,2499.5,0.308,0.006528950911134192,0.3494,0.006742694416922659,0.3006,0.006484437369579569,0.4376,0.007015785629564233,0.0038844088353313182,0.006668996326284788
80,0.917,0.3326,0.3324,0.3448,0.3246,0.4322,2499.5,0.3016,0.006490569158402058,0.3448,0.006721799758993122,0.2934,0.006439199329109171,0.4322,0.007005757061160485,0.0039015637890466425,0.0066629909199998165
81,0.9158,0.3236,0.3224,0.3386,0.3164,0.426,2499.5,0.292,0.006430178846657377,0.3386,0.006692533750381839,0.284,0.006377209421055576,0.426,0.006993196693930466,0.003927094600337508,0.006616389347672944
82,0.9134,0.3162,0.3148,0.3342,0.3088,0.4206,2499.5,0.2824,0.0063663213867978736,0.3342,0.006670987333221372,0.2748,0.006313239422040004,0.4206,0.0069813414183808545,0.0039774474226568985,0.006575979926976663
83,0.9122,0.3096,0.3094,0.327,0.2994,0.4154,2499.5,0.273,0.006300333324515458,0.327,0.006634319859638967,0.2658,0.006247405221369909,0.4154,0.006969115295358515,0.0040022783511395104,0.006538315379361874
84,0.9094,0.3,0.3,0.322,0.2898,0.4084,2499.5,0.264,0.00623384311640901,0.322,0.006607813556691804,0.2556,0.006168770379905544,0.4084,0.006951394680206268,0.004059350686994165,0.00648074069840786
85,0.9076,0.2954,0.295,0.3176,0.2862,0.403,2499.5,0.2554,0.006167184771028025,0.3176,0.006583771563473326,0.2472,0.006100691108390918,0.403,0.006936728335461898,0.004095417927391539,0.006451958462358542
86,0.9056,0.2872,0.286,0.3142,0.2778,0.398,2499.5,0.2456,0.006087374475091868,0.3142,0.006564729392747274,0.2392,0.006032965439980574,0.398,0.006922369536509879,0.004134939902828094,0.006398689865902238
87,0.9034,0.2816,0.281,0.3098,0.272,0.395,2499.5,0.2362,0.006006822121554791,0.3098,0.0065394794899900095,0.2298,0.0059496547799011,0.395,0.006913392799487094,0.004177761122898245,0.006360840196074729
88,0.9024,0.2778,0.2764,0.3068,0.2678,0.3904,2499.5,0.23,0.005951470406546604,0.3068,0.006521867217292913,0.2234,0.005890542250081905,0.3904,0.006899099071617974,0.004197004646173268,0.006334463828928222
89,0.9012,0.2708,0.2692,0.3026,0.2582,0.3852,2499.5,0.2232,0.005888663006150038,0.3026,0.006496664374892703,0.2174,0.00583330506659818,0.3852,0.006882164775708295,0.004219918482624991,0.0062843831837341045
90,0.8984,0.2622,0.26,0.2972,0.2532,0.3796,2499.5,0.2146,0.005805976920381272,0.2972,0.006463314320068304,0.2106,0.0057662403695995885,0.3796,0.006862999927145563,0.004272644146193315,0.006220147265137699
91,0.896,0.2542,0.2514,0.2934,0.2436,0.3758,2499.5,0.2052,0.005711268860769908,0.2934,0.006439199329109171,0.2034,0.005692599406246676,0.3758,0.006849443189048289,0.004317036020234253,0.006157635260390144
92,0.8954,0.251,0.2502,0.2898,0.2382,0.3712,2499.5,0.1992,0.005648351263864527,0.2898,0.006415854736510171,0.1974,0.005629089446793327,0.3712,0.006832430899760348,0.004328021256879407,0.006131867578478844
93,0.8938,0.2444,0.2418,0.286,0.2354,0.3676,2499.5,0.191,0.005559118635179501,0.286,0.006390680714916056,0.1912,0.005561340845515585,0.3676,0.006818654412712233,0.004357099034908433,0.006077312563954565
94,0.8916,0.2402,0.2378,0.282,0.2298,0.364,2499.5,0.1842,0.005482159428546383,0.282,0.006363583895887599,0.1866,0.005509635922635905,0.364,0.006804469119630127,0.0043965768502324636,0.006041588532828101
95,0.889,0.2336,0.231,0.2798,0.222,0.3586,2499.5,0.1756,0.005380792506685237,0.2798,0.006348416495473497,0.1792,0.005423787606461005,0.3586,0.006782419037482127,0.004442499296567193,0.005983828874558496
96,0.8878,0.2254,0.2232,0.2758,0.214,0.3542,2499.5,0.1668,0.005272148708069605,0.2758,0.006320353787566009,0.1722,0.0053394224406765195,0.3542,0.006763761675280997,0.004463432759659318,0.005909227360662305
97,0.8862,0.2132,0.2096,0.2718,0.2042,0.3484,2499.5,0.1576,0.005152906752503872,0.2718,0.006291657333326411,0.1646,0.005244174672910886,0.3484,0.00673821103854725,0.004491092517417116,0.005792162981132351
98,0.8842,0.2134,0.206,0.2688,0.2024,0.3448,2499.5,0.148,0.00502187216085794,0.2688,0.006269713869069306,0.159,0.005171440805036833,0.3448,0.006721799758993122,0.004525270378662473,0.005794142559516464
99,0.8824,0.2068,0.203,0.2654,0.1938,0.3396,2499.5,0.1404,0.004912999898229187,0.2654,0.0062444029338280214,0.1532,0.005093716914002976,0.3396,0.006697340367638485,0.004555661093628455,0.005727717870146888
100,0.8808,0.204,0.1988,0.262,0.193,0.3354,2499.5,0.1336,0.004811466304568701,0.262,0.006218617209637525,0.1486,0.0050302691776882074,0.3354,0.006676928036155549,0.004582387150819974,0.005698841987632224
101,0.8794,0.1992,0.1916,0.2586,0.1858,0.331,2499.5,0.1248,0.004673862642397613,0.2586,0.006192350765258699,0.1418,0.004933411801177761,0.331,0.00665490796330047,0.004605554038332414,0.005648351263864527
102,0.8776,0.1942,0.1872,0.2562,0.1804,0.3258,2499.5,0.115,0.004511651582292232,0.2562,0.006173516987908917,0.135,0.004832701108076104,0.3258,0.006628036813416172,0.004635045630843346,0.005594396482195376
103,0.8756,0.1898,0.1808,0.2516,0.178,0.3216,2499.5,0.1068,0.004367923076245735,0.2516,0.006136732681158598,0.1308,0.004768466420139708,0.3216,0.00660565575851482,0.004667432699032734,0.005545736380319569
104,0.8744,0.1836,0.1744,0.247,0.1722,0.3174,2499.5,0.0972,0.004189323573084323,0.247,0.006099032710192658,0.1256,0.004686675580835524,0.3174,0.006582662683139703,0.004686675580835525,0.005475235885329508
105,0.8718,0.1742,0.1634,0.244,0.1636,0.3124,2499.5,0.0878,0.004002278351139511,0.244,0.006073944352725007,0.1198,0.004592340579704428,0.3124,0.006554483045977005,0.004727890861684521,0.005363848618296381
106,0.8694,0.1736,0.1626,0.2414,0.1618,0.31,2499.5,0.0796,0.003827893415444061,0.2414,0.006051876403232306,0.1144,0.004501391784770572,0.31,0.006540642170307132,0.004765367561899082,0.005356548142227418
107,0.8676,0.1654,0.1536,0.2372,0.1534,0.3064,2499.5,0.0708,0.0036273229798296155,0.2372,0.006015582432316925,0.1072,0.004375115084200643,0.3064,0.006519494458928545,0.004793125076607119,0.00525438559681339
108,0.866,0.1594,0.1468,0.2326,0.1498,0.3012,2499.5,0.0612,0.0033898247742324378,0.2326,0.0059749015054643365,0.1014,0.004268911805132544,0.3012,0.006488120837345741,0.004817551245186708,0.005176710152210572
109,0.861,0.1492,0.135,0.2196,0.1408,0.2922,2499.5,0.0494,0.003064625262572897,0.2196,0.0058544998078401194,0.0926,0.0040993960530790385,0.2922,0.006431471993253178,0.004892422712726283,0.00503863791118195
110,0.8558,0.125,0.113,0.1968,0.1162,0.2782,2499.5,0.0374,0.0026833277846733524,0.1968,0.005622628566782622,0.0768,0.0037656808149390463,0.2782,0.006337266918790781,0.0049680249596796506,0.004677071733467427
111,0.8472,0.1004,0.0906,0.1648,0.0936,0.2574,2499.5,0.0274,0.002308646356634121,0.1648,0.005246731554024848,0.0622,0.003415586626042443,0.2574,0.006182964337597298,0.005088264144086862,0.004250172702373399
112,0.8386,0.0738,0.066,0.1338,0.07,0.2346,2499.5,0.0192,0.0019406885376072069,0.1338,0.004814510567025479,0.044,0.002900482718445328,0.2346,0.005992709570803511,0.0052028845845357745,0.003697392594788928
113,0.83,0.0546,0.0496,0.1104,0.0524,0.2158,2499.5,0.0134,0.001626065189345126,0.1104,0.004431971119039473,0.0326,0.0025114633184659496,0.2158,0.005817737704640868,0.005312249994117371,0.003213062090903318
114,0.8212,0.0384,0.0356,0.0854,0.0364,0.1928,2499.5,0.01,0.0014071247279470289,0.0854,0.003952387632811336,0.0228,0.00211093154791907,0.1928,0.005579035042012194,0.005419050839399829,0.0027175518394319544
115,0.8116,0.0282,0.0256,0.067,0.0268,0.168,2499.5,0.0062,0.0011100954913880157,0.067,0.003535845019228077,0.0154,0.0017414270010540206,0.168,0.005287267725394658,0.005530016998165557,0.0023411433104361637
116,0.7998,0.0196,0.0184,0.0492,0.019,0.1488,2499.5,0.0044,0.0009360170938610043,0.0492,0.0030587369942510585,0.0104,0.0014347013626535663,0.1488,0.005033061891135455,0.005658974465395652,0.0019603999591920013
117,0.7878,0.011,0.0094,0.036,0.0124,0.1322,2499.5,0.0024,0.000691988439209789,0.036,0.002634539808012018,0.006,0.0010921538353180838,0.1322,0.004790055532037181,0.00578223417028401,0.0014750593208410297
118,0.7748,0.0084,0.0076,0.0246,0.0086,0.1126,2499.5,0.0014,0.0005287797272967262,0.0246,0.0021906546966603386,0.0034,0.0008232180756032997,0.1126,0.004470374480957943,0.005907367603256123,0.001290692837200238
119,0.7606,0.004,0.0036,0.0164,0.0054,0.0934,2499.5,0.0002,0.00019997999899989998,0.0164,0.0017961648031291561,0.0022,0.0006625948988635515,0.0934,0.004115250660652398,0.0060346936956236635,0.0008926365441768558
